author,comment,voteCount,replyCount,channel,country
@memocelali985,Israel braucht eine nachban  wie kurdistan .!!! wir kurden breit mit isreal zusamen  gegen islamische emperializm! kempfen.!,1,1,ZDFheuteNachrichten,Germany
@azre7768,Kurden waren mir schon immer sehr sympathisch ,0,0,ZDFheuteNachrichten,Germany
@zorant5638,Korrektur .NichtsGnasst sonder in Knast.,0,0,ZDFheuteNachrichten,Germany
@jamilmiri9861,Free Palestine,2,1,ZDFheuteNachrichten,Germany
@reuterromain1054,"Die wilden Demonstranten in Deutschland sind wie mir scheint hauptsächlich ""eingewanderte Goldstücke"".
Was mich wundert ist, dass es so nahe am Gaza-Streifen, keine Polizei und keine Armee gab?",0,0,ZDFheuteNachrichten,Germany
@FCK-UA,Heult doch ....mimimi ,1,0,ZDFheuteNachrichten,Germany
@bw20as86,"Es tut mir unendlich leid, was die Hamas in Israel angerichtet hat. Und natürlich muss die Hamas bestraft werden. Aber jede Geschichte hat zwei Seiten. Und so ist die Seite der Menschen in Gaza m. E. genauso grausam. Zwei Millionen Menschen aus der Luft und von Boden aus anzugreifen und dabei den Tod von tausenden Menschen, darunter sehr viele Kinder, in Kauf zu nehmen, ist in Bezug auf die israelische Regierung genauso inakzeptabel. Menschen von Wasser, Strom, Lebensmitteln und Medikamenten abzuschneiden, und damit ihren Tod in Kauf zu nehmen, ist genauso abscheulich und deshalb hat Israel aus Sicht der Neutralität und aus Sicht der Menschlichkeit sehr viel und m. E. dauerhaft an Glaubwürdigkeit und Achtung verloren.",1,0,ZDFheuteNachrichten,Germany
@franziwebner3239,Projekt Ben Gurion Kanal.,0,0,ZDFheuteNachrichten,Germany
@charlyfrerichs2137,"Immerzu höre ich nur ""Großfamilie""... Vielleicht setzt ihr mal dort an, Moslems?",0,0,ZDFheuteNachrichten,Germany
@gerdiknaust8928,"Ich bete für alle Angehörige  der Geiseln,dass sie bald befreit werden und unversehrt sind.Viel Kraft und Hoffnung den  Wartenden. Möge das Gute siegen.❤",3,1,ZDFheuteNachrichten,Germany
@gerdiknaust8928,"Mir tun die Kinder so leid im Gaza. Sie sind so unschuldig. Ich hoffe, dass die Israeliten  die Wasser- Nahrungs und Medizinische Versorgung  gewährleisten. Hoffentlich  wird dieser furchtbare Krieg bald beendet.❤",0,0,ZDFheuteNachrichten,Germany
@Hunt3r2k,Dieser Krieg in Palästina ist schon furchtbar. Und alles für Religiöse werte und Macht.,0,0,ZDFheuteNachrichten,Germany
@katoruxiii5956,"Es gibt keine Gerechtigkeit, schon gar nicht im Krieg. Hoffnung ohne realistische Lösungsansätze ist völlig unsinnig.",0,0,ZDFheuteNachrichten,Germany
@hannelorefriedland9650,Diese ungeheuerlichen sinnlosen- im Namen des Islam verübten- Gräueltaten dieser Hamas Monster haben mich verändert... Das soll friedlicher Islam sein? I stand with Israel for ever.,0,0,ZDFheuteNachrichten,Germany
@One-Umah,Das Land Palästina hat die Juden ein Stück Land gegeben und als Dankeschön wollen sie das ganze Land es ist vollkerrechtswidig es ist eine Schande sowas Demokratie zu nennen und alle Welt guckt zu bei einem Genozid Völkermord wenn ein Mensch Gerechtigkeit kennt und Menschlichkeit hat und wirklich an Gott glaubt kann niemand so ein Verbrechen machen jeder redet von den angreifen der Hamas aber jeder vergisst das diese Menschen ein Recht haben sich ihr eigenes Leben Land zu verteidigen gegen solche Zionisten die wahren Juden sind gläubige die ihre Menschlichkeit nicht verkauft werden an dem Teufel egal unter welchen heuchlerischen Vorwand die Wahrheit wird immer siegen ihr wollt vor der Welt eure Verbrechen verstecken aber Gott ist allwissend er weiß was euere wahre Absichten,1,0,ZDFheuteNachrichten,Germany
