author,comment,voteCount,replyCount,channel,country
@quandovcestivernoyoutube,os reféns  estavam com bandeiras brancas e falavam hebraico.,7,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"os reféns  estavam com bandeiras brancas e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@ulissesbueno,"Verdade, lamentável, confudiram os reféns com bandeiras brancas, com civis palestinos. Acontece.",0,0,CNN Brasil,Brasil
@Z06660,"Eles confundiram a bandeira branca com um fuzil? 
Matar qualquer pessoa se rendendo é crime de guerra.",0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"eles não possuíam armas, não ofereciam perigo algum. Se fazem isso com israelenses, imagine o que fazem com civis palestinos. Evite normalizar isso.",5,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,os reféns  estavam com bandeiras brancas e falavam hebraico.,3,0,CNN Brasil,Brasil
@stonesrock,"isso aí não é baixa, é BURACO mesmo deste exército desgovernado, só sabe MATAR, MATAR, E MATAR, atira pra todo lado, loucos cruéis e covardes.",1,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"os reféns  estavam com bandeiras brancas e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@DaibronDaibron,SE DEIXAR O HITLER DE ISRAEL BENJAMIM NETANYAHU EXTREMISTA DA DIREITA VAI MATAR TODOS OS REFÉNS E FALAR QUE FOI O HAMAS USAM CIVIS. O JORNAL THE NEWS YORK TIMES DIVULGARAM DOCUMENTOS OFICIAIS QUE O HITLER DE ISRAEL BENJAMIM NETANYAHU EXTREMISTA DA DIREITA FACISTA SABIA MESES ANTES DO GRUPO TERRORISTAS ASSASSINOS DO HAMAS MATAREM MAIS DE MIL PAIS E MÃES PARENTES E AMIGOS E CRIANÇAS DENTRO DO SEU PRÓPRIO TERRITÓRIO. A IMPRENSA DO MUNDO TODO SABEM QUE O MAIOR RESPONSÁVEL DIRETO DESSE ATAQUE DO HAMAS A ISRAEL TEM NOME E SOBRENOME SE CHAMA BENJAMIM NETANYAHU.,1,0,CNN Brasil,Brasil
@deiart_tv,Israel mata civis palestineses todos os dias e propositalmente.,2,0,CNN Brasil,Brasil
@giheus,"Esse governo de Israel está na hora de ser dissolvido. Pois é engano e falhas desde o inicio. Falhou em permitir invasão ficou inerte e anestesiado sem reação, depois se engano matou 90 jornalistas, matou mais uns 30.000 civis palestinos, destruiu tudo o que viu por engano,mutilou severamente milhares de inocentes e agora está matando refens por engano por engano tb deu dinheiro ao Hamos terroristas.... muito engano, desastrosas e tragicas falhas. Muitos crimes e desumanidade ao extremo",2,0,CNN Brasil,Brasil
@ritacarvalho446,"Que horror, pobres pessoas! ",0,0,CNN Brasil,Brasil
@deolho9617,"JESUS É O SENHOR, E ISRAHELL É SATANÁS!",0,0,CNN Brasil,Brasil
@cristianoflorentino8559,Israel É o emgano!,0,0,CNN Brasil,Brasil
@tg4291rmrj,"Matou ""por engano"" e morreram de Verdade.
Para o Exército de Israel a Vida Humana vale nada, inclusive a dos próprios compatriotas.",0,0,CNN Brasil,Brasil
@Ongez,"Israel adora atirar em gente desarmada, não me surpreende",1,1,CNN Brasil,Brasil
@juanandressanchez2686,“Tragédia insuportável” é o jjenosydio da Palestina ,1,0,CNN Brasil,Brasil
@user-cu7zb7vg7x,Jesus Jesus Jesus,0,0,CNN Brasil,Brasil
@kitanianunesdebarros2659,"Eles atiram em qualquer um na Faixa de Gaza, para eles todos são  terrorristas!",1,0,CNN Brasil,Brasil
@canaldodente1687,Uá Deus não esta com eles??,0,1,CNN Brasil,Brasil
@WellingtonSantos-do6sn,"Simples basta Israel dividir o território no meio, pelo contrário ficam tomando terra dos palestinos. Bando de porcos",0,0,CNN Brasil,Brasil
@wiltonamaral5782,"Querem ter pena de quem assasina crianças, bebês, mulheres, homens e idosos!!

Hipócritas mesmo antes de ter pena de Genocidas e Terroristas procura se informa melhor!!


Israel Terroristas e Assassinos",0,0,CNN Brasil,Brasil
@scpsempre6367,So mostra que estao a matar tudo que mexe,1,0,CNN Brasil,Brasil
@jairemidiobarbosa9680,"Parece que vocês tem prazer (ideológico) de anunciar este infortúnio, depreciando Israel.",1,1,CNN Brasil,Brasil
@edwaldocamargo4387,É tudo mentira não existe hamas. O hamas é uma política de Israel. Mais Israel tem muita imaginação em fábricar mentiras,0,0,CNN Brasil,Brasil
@moisessilva8409,Parabéns israel a ideia é não sobra nenhum desses terrorista em relação a esse jornalista da esquerda e só pega eles e coloca na mão do pessoal do hamas,1,0,CNN Brasil,Brasil
@rinaldopepeamauta,"Por engano??!!! Hã???!!! Já deu, né... Além de ter que aturar esse bestanyahu, agora a milicada vem com esse papinho de ""engano""... Dá licença, vou vomitar...",2,1,CNN Brasil,Brasil
@cahmonteiro8069,"Se hamas não tivesse sequestrado essas pessoas isso não teria acontecido. 
Horrível. ",10,2,CNN Brasil,Brasil
@ulissesbueno,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"num mi diga, um exército treinado sai atirando em tudo que se mexe e vc normaliizando.",4,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"os reféns  estavam com bandeiras brancas e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"os reféns  estavam com bandeiras brancas e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@vitorrodrigues5735,ta tanto que até fogo amigo ele permite . Agora serio  não tem esse personagem cara ou n sabia ? Agora ta sabendo procura canal Jason Ferrer e aprenda.,0,0,CNN Brasil,Brasil
@GabryelGabs,E o hamas não né?,0,0,CNN Brasil,Brasil
@claudioperes7172,"É tão bonzinho o exército israelense que qdo mata foi por engano.vamos parar com isso, eles são tão terroristas qto o Hamas ponto",1,0,CNN Brasil,Brasil
@filosofiaefe7507,Estão tão Cheio de Odio que nem estão Ligando pra quem é refem ou Terroristas!!??....,4,3,CNN Brasil,Brasil
@rosacristinassge8254,"Se estivessem presos estavam vivos aí não Israel misericórdia,com essa agora deu mal pra Israel.
Será q o HAMAS não os obrigaram a saírem sabendo que Israel poderiam pega los confundindo",0,0,CNN Brasil,Brasil
@rosacristinassge8254,Estão tão esgotados piscicologicamente que estão nem aí mais feio isso soldados ,1,1,CNN Brasil,Brasil
@sandralaux4653,"Que tristeza. 
Na pior situação que vivenciamos nesse evento ainda assistimos esses trastes humanos comportando-se dessa forma..
Que desgraça",3,2,CNN Brasil,Brasil
@solangedossantosjacauna2947,Meu Deus que Deus ajude Israel ,0,3,CNN Brasil,Brasil
@solangedossantosjacauna2947,Que Deus abençoe Israel ,0,1,CNN Brasil,Brasil
@paremessias4380,Não acredito em uma palavra desse jornal,0,0,CNN Brasil,Brasil
@PETER_MORAES_CAMARADA,"""Por engano"" após matar 7.000 crianças Palestinas ?
""Por engano"" após explodirem campos de refugiados, que já eram de conhecimento formado, pelas próprias autoridades de Israel ?
""Por engano"" após explodirem hospitais ?
Esse pais comete genocídio por pura ganancia, para conseguir os recursos naturais de GAZA !!!!",2,0,CNN Brasil,Brasil
@antonioaugustolopes8502,Vale tudo para Netaniahu????,1,0,CNN Brasil,Brasil
